bn_sentence,bn_voice,en_sentence,en_voice,gu_sentence,gu_voice,hi_sentence,hi_voice,kn_sentence,kn_voice,ml_sentence,ml_voice,mr_sentence,mr_voice,ta_sentence,ta_voice,te_sentence,te_voice,ur_sentence,ur_voice,as_sentence,as_voice,or_sentence,or_voice
আপনার loan ণ বর্তমানে স্থগিতের অধীনে রয়েছে।,../data/bn/bn_voicedata/27.mp3,Your loan is currently under moratorium.,../data/en/en_voicedata/27.mp3,તમારી લોન હાલમાં મોરટોરિયમ હેઠળ છે.,../data/gu/gu_voicedata/27.mp3,आपका ऋण वर्तमान में अधिस्थगन के अधीन है।,../data/hi/hi_voicedata/27.mp3,ನಿಮ್ಮ ಸಾಲವು ಪ್ರಸ್ತುತ ನಿಷೇಧದಲ್ಲಿದೆ.,../data/kn/kn_voicedata/27.mp3,നിങ്ങളുടെ വായ്പ നിലവിൽ മൊറട്ടോറിയത്തിലാണ്.,../data/ml/ml_voicedata/27.mp3,आपले कर्ज सध्या स्थगिती अंतर्गत आहे.,../data/mr/mr_voicedata/27.mp3,உங்கள் கடன் தற்போது தடைக்காலத்தின் கீழ் உள்ளது.,../data/ta/ta_voicedata/27.mp3,మీ loan ణం ప్రస్తుతం తాత్కాలిక నిషేధంలో ఉంది.,../data/te/te_voicedata/27.mp3,آپ کا قرض فی الحال مورٹوریم کے تحت ہے۔,../data/ur/ur_voicedata/27.mp3,আপোনাৰ ঋণ বৰ্তমান মৰেটৰিয়ামৰ অধীনত আছে।,../data/as/as_voicedata/27.mp3,ତୁମର loan ଣ ବର୍ତ୍ତମାନ ମୋରାଟୋଟ୍ରିମିୟମ ଅଧୀନରେ ଅଛି |,../data/or/or_voicedata/27.mp3
আপনার loan ণের ম্যানুয়াল বিতরণ শুরু করা হয়েছে।,../data/bn/bn_voicedata/28.mp3,Manual disbursal of your loan has been initiated.,../data/en/en_voicedata/28.mp3,તમારી લોનનું મેન્યુઅલ વિતરણ શરૂ કરવામાં આવ્યું છે.,../data/gu/gu_voicedata/28.mp3,आपके ऋण का मैनुअल डिस्बर्सल शुरू किया गया है।,../data/hi/hi_voicedata/28.mp3,ನಿಮ್ಮ ಸಾಲದ ಹಸ್ತಚಾಲಿತ ವಿತರಣೆಯನ್ನು ಪ್ರಾರಂಭಿಸಲಾಗಿದೆ.,../data/kn/kn_voicedata/28.mp3,നിങ്ങളുടെ വായ്പയുടെ സ്വമേധയാലുള്ള വിതരണം ആരംഭിച്ചു.,../data/ml/ml_voicedata/28.mp3,आपल्या कर्जाचे मॅन्युअल वितरण सुरू केले गेले आहे.,../data/mr/mr_voicedata/28.mp3,உங்கள் கடனை கையேடு வழங்குவது தொடங்கப்பட்டது.,../data/ta/ta_voicedata/28.mp3,మీ loan ణం యొక్క మాన్యువల్ పంపిణీ ప్రారంభించబడింది.,../data/te/te_voicedata/28.mp3,آپ کے قرض کی دستی تقسیم شروع کردی گئی ہے۔,../data/ur/ur_voicedata/28.mp3,আপোনাৰ ঋণৰ হাতৰ দ্বাৰা বিতৰণ কৰা হৈছে।,../data/as/as_voicedata/28.mp3,ତୁମର loan ଣର ମାନୁଆଲ ବଣ୍ଟନ ଆରମ୍ଭ ହୋଇଛି |,../data/or/or_voicedata/28.mp3
আপনার loan ণ বর্তমান স্থিতিতে রয়েছে। কোনও পদক্ষেপের প্রয়োজন নেই।,../data/bn/bn_voicedata/29.mp3,Your loan is in current status. No action required.,../data/en/en_voicedata/29.mp3,તમારી લોન વર્તમાન સ્થિતિમાં છે. કોઈ ક્રિયા જરૂરી નથી.,../data/gu/gu_voicedata/29.mp3,आपका ऋण वर्तमान स्थिति में है। कोई कार्रवाई की आवश्यकता नहीं है।,../data/hi/hi_voicedata/29.mp3,ನಿಮ್ಮ ಸಾಲವು ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯಲ್ಲಿದೆ. ಯಾವುದೇ ಕ್ರಮ ಅಗತ್ಯವಿಲ್ಲ.,../data/kn/kn_voicedata/29.mp3,നിങ്ങളുടെ വായ്പ നിലവിലെ നിലയിലാണ്. പ്രവർത്തനമൊന്നും ആവശ്യമില്ല.,../data/ml/ml_voicedata/29.mp3,आपले कर्ज सध्याच्या स्थितीत आहे. कोणतीही कारवाई आवश्यक नाही.,../data/mr/mr_voicedata/29.mp3,உங்கள் கடன் தற்போதைய நிலையில் உள்ளது. எந்த நடவடிக்கையும் தேவையில்லை.,../data/ta/ta_voicedata/29.mp3,మీ loan ణం ప్రస్తుత స్థితిలో ఉంది. చర్య అవసరం లేదు.,../data/te/te_voicedata/29.mp3,آپ کا قرض موجودہ حیثیت میں ہے۔ کسی کارروائی کی ضرورت نہیں ہے۔,../data/ur/ur_voicedata/29.mp3,আপোনাৰ ঋণ বৰ্তমানৰ অৱস্থাত আছে। কোনো ব্যৱস্থা লোৱাৰ প্ৰয়োজন নাই।,../data/as/as_voicedata/29.mp3,ତୁମର loan ଣ ବର୍ତ୍ତମାନର ସ୍ଥିତିରେ ଅଛି | କ action ଣସି କାର୍ଯ୍ୟ ଆବଶ୍ୟକ ନାହିଁ |,../data/or/or_voicedata/29.mp3
আপনার loan ণ পরিশোধ দেরি হয়েছে। যত তাড়াতাড়ি সম্ভব অর্থ প্রদান করুন।,../data/bn/bn_voicedata/30.mp3,Your loan repayment is late. Please pay as soon as possible.,../data/en/en_voicedata/30.mp3,[Translation error: Your loan repayment is late. Please pay as soon as possible. --> No translation was found using the current translator. Try another translator?],../data/gu/gu_voicedata/30.mp3,आपका ऋण चुकौती देर हो चुकी है। कृपया जल्द से जल्द भुगतान करें।,../data/hi/hi_voicedata/30.mp3,ನಿಮ್ಮ ಸಾಲ ಮರುಪಾವತಿ ತಡವಾಗಿದೆ. ದಯವಿಟ್ಟು ಸಾಧ್ಯವಾದಷ್ಟು ಬೇಗ ಪಾವತಿಸಿ.,../data/kn/kn_voicedata/30.mp3,നിങ്ങളുടെ വായ്പ തിരിച്ചടവ് വൈകി. കഴിയുന്നതും വേഗം അടയ്ക്കുക.,../data/ml/ml_voicedata/30.mp3,आपल्या कर्जाची परतफेड उशीरा आहे. कृपया शक्य तितक्या लवकर पैसे द्या.,../data/mr/mr_voicedata/30.mp3,உங்கள் கடன் திருப்பிச் செலுத்துதல் தாமதமானது. தயவுசெய்து விரைவில் செலுத்துங்கள்.,../data/ta/ta_voicedata/30.mp3,మీ రుణ తిరిగి చెల్లించడం ఆలస్యం. దయచేసి వీలైనంత త్వరగా చెల్లించండి.,../data/te/te_voicedata/30.mp3,آپ کے قرض کی ادائیگی میں دیر ہوچکی ہے۔ براہ کرم جلد از جلد ادائیگی کریں۔,../data/ur/ur_voicedata/30.mp3,আপোনাৰ ঋণ পৰিশোধ পলম হৈছে। অনুগ্ৰহ কৰি যিমান পাৰি সোনকালে ধন দিব লাগে।,../data/as/as_voicedata/30.mp3,ତୁମର loan ଣ ପରିଶୋଧ ବିଳମ୍ବ ହୋଇଛି | ଦୟାକରି ଯଥାଶୀଘ୍ର ଦେୟ ଦିଅ |,../data/or/or_voicedata/30.mp3
আপনার loan ণ এনপিএ 30 হিসাবে শ্রেণিবদ্ধ করা হয়েছে। তাত্ক্ষণিক পদক্ষেপের প্রয়োজন।,../data/bn/bn_voicedata/31.mp3,Your loan is classified as NPA 30. Immediate action required.,../data/en/en_voicedata/31.mp3,તમારી લોનને એનપીએ 30 તરીકે વર્ગીકૃત કરવામાં આવી છે. તાત્કાલિક કાર્યવાહી જરૂરી છે.,../data/gu/gu_voicedata/31.mp3,आपके ऋण को एनपीए 30 के रूप में वर्गीकृत किया गया है। तत्काल कार्रवाई की आवश्यकता है।,../data/hi/hi_voicedata/31.mp3,ನಿಮ್ಮ ಸಾಲವನ್ನು ಎನ್‌ಪಿಎ 30 ಎಂದು ವರ್ಗೀಕರಿಸಲಾಗಿದೆ. ತಕ್ಷಣದ ಕ್ರಮ ಅಗತ್ಯವಿದೆ.,../data/kn/kn_voicedata/31.mp3,നിങ്ങളുടെ വായ്പ NPA 30 ആയി തരംതിരിക്കുന്നു. ഉടനടി നടപടി ആവശ്യമാണ്.,../data/ml/ml_voicedata/31.mp3,आपले कर्ज एनपीए 30 म्हणून वर्गीकृत केले आहे. त्वरित कारवाई आवश्यक आहे.,../data/mr/mr_voicedata/31.mp3,உங்கள் கடன் NPA 30 என வகைப்படுத்தப்பட்டுள்ளது. உடனடி நடவடிக்கை தேவை.,../data/ta/ta_voicedata/31.mp3,మీ loan ణం NPA 30 గా వర్గీకరించబడింది. తక్షణ చర్య అవసరం.,../data/te/te_voicedata/31.mp3,آپ کے قرض کو NPA 30 کے طور پر درجہ بندی کیا گیا ہے۔ فوری کارروائی کی ضرورت ہے۔,../data/ur/ur_voicedata/31.mp3,আপোনাৰ ঋণ NPA 30 হিচাপে শ্ৰেণীভুক্ত কৰা হৈছে।,../data/as/as_voicedata/31.mp3,ତୁମର loan ଣ NPA 30 ଭାବରେ ଶ୍ରେଣୀଭୁକ୍ତ ହୋଇଛି | ତୁରନ୍ତ କାର୍ଯ୍ୟ ଆବଶ୍ୟକ |,../data/or/or_voicedata/31.mp3
আপনার loan ণ এনপিএ 60 হিসাবে শ্রেণিবদ্ধ করা হয়েছে। দয়া করে সমর্থনের সাথে যোগাযোগ করুন।,../data/bn/bn_voicedata/32.mp3,Your loan is classified as NPA 60. Please contact support.,../data/en/en_voicedata/32.mp3,તમારી લોનને એનપીએ 60 તરીકે વર્ગીકૃત કરવામાં આવી છે. કૃપા કરીને સપોર્ટનો સંપર્ક કરો.,../data/gu/gu_voicedata/32.mp3,आपके ऋण को NPA 60 के रूप में वर्गीकृत किया गया है। कृपया समर्थन संपर्क करें।,../data/hi/hi_voicedata/32.mp3,ನಿಮ್ಮ ಸಾಲವನ್ನು ಎನ್‌ಪಿಎ 60 ಎಂದು ವರ್ಗೀಕರಿಸಲಾಗಿದೆ. ದಯವಿಟ್ಟು ಬೆಂಬಲವನ್ನು ಸಂಪರ್ಕಿಸಿ.,../data/kn/kn_voicedata/32.mp3,നിങ്ങളുടെ വായ്പ എൻപിഎ 60 ആയി തരം തിരിച്ചിരിക്കുന്നു. പിന്തുണയുമായി ബന്ധപ്പെടുക.,../data/ml/ml_voicedata/32.mp3,आपले कर्ज एनपीए 60 म्हणून वर्गीकृत केले आहे. कृपया समर्थनाशी संपर्क साधा.,../data/mr/mr_voicedata/32.mp3,உங்கள் கடன் NPA 60 என வகைப்படுத்தப்பட்டுள்ளது. தயவுசெய்து ஆதரவைத் தொடர்பு கொள்ளவும்.,../data/ta/ta_voicedata/32.mp3,మీ loan ణం NPA 60 గా వర్గీకరించబడింది. దయచేసి మద్దతును సంప్రదించండి.,../data/te/te_voicedata/32.mp3,آپ کے قرض کو NPA 60 کے طور پر درجہ بندی کیا گیا ہے۔ براہ کرم مدد سے رابطہ کریں۔,../data/ur/ur_voicedata/32.mp3,আপোনাৰ ঋণ NPA 60 হিচাপে শ্ৰেণীভুক্ত কৰা হৈছে। অনুগ্ৰহ কৰি সমৰ্থনৰ সৈতে যোগাযোগ কৰক।,../data/as/as_voicedata/32.mp3,ଆପଣଙ୍କର loan ଣ npa 60 ଭାବରେ ଶ୍ରେଣୀଭୁକ୍ତ ହୋଇଛି | ଦୟାକରି ସମର୍ଥନ ଯୋଗାଯୋଗ କରନ୍ତୁ |,../data/or/or_voicedata/32.mp3
আপনার loan ণ এনপিএ 90 হিসাবে শ্রেণিবদ্ধ করা হয়েছে। আইনী পদক্ষেপ শুরু করা যেতে পারে।,../data/bn/bn_voicedata/33.mp3,Your loan is classified as NPA 90. Legal action may be initiated.,../data/en/en_voicedata/33.mp3,તમારી લોનને એનપીએ 90 તરીકે વર્ગીકૃત કરવામાં આવી છે. કાનૂની કાર્યવાહી શરૂ કરી શકાય છે.,../data/gu/gu_voicedata/33.mp3,आपके ऋण को एनपीए 90 के रूप में वर्गीकृत किया गया है। कानूनी कार्रवाई शुरू की जा सकती है।,../data/hi/hi_voicedata/33.mp3,ನಿಮ್ಮ ಸಾಲವನ್ನು ಎನ್‌ಪಿಎ 90 ಎಂದು ವರ್ಗೀಕರಿಸಲಾಗಿದೆ. ಕಾನೂನು ಕ್ರಮವನ್ನು ಪ್ರಾರಂಭಿಸಬಹುದು.,../data/kn/kn_voicedata/33.mp3,നിങ്ങളുടെ വായ്പ NPA 90 ആയി തരംതിരിക്കുന്നു. നിയമ നടപടികൾ ആരംഭിക്കാം.,../data/ml/ml_voicedata/33.mp3,आपले कर्ज एनपीए 90 म्हणून वर्गीकृत केले आहे. कायदेशीर कारवाई सुरू केली जाऊ शकते.,../data/mr/mr_voicedata/33.mp3,உங்கள் கடன் NPA 90 என வகைப்படுத்தப்பட்டுள்ளது. சட்ட நடவடிக்கை தொடங்கப்படலாம்.,../data/ta/ta_voicedata/33.mp3,మీ loan ణం NPA 90 గా వర్గీకరించబడింది. చట్టపరమైన చర్యలు ప్రారంభించవచ్చు.,../data/te/te_voicedata/33.mp3,آپ کے قرض کو NPA 90 کے طور پر درجہ بندی کیا گیا ہے۔ قانونی کارروائی شروع کی جاسکتی ہے۔,../data/ur/ur_voicedata/33.mp3,আপোনাৰ ঋণক NPA 90 হিচাপে শ্ৰেণীভুক্ত কৰা হয়।আইনী ব্যৱস্থা আৰম্ভ কৰিব পাৰি।,../data/as/as_voicedata/33.mp3,ତୁମର loan ଣ NPA 90 ଭାବରେ ଶ୍ରେଣୀଭୁକ୍ତ ହୋଇଛି | ଆଇନଗତ କାର୍ଯ୍ୟ ଆରମ୍ଭ ହୋଇପାରେ |,../data/or/or_voicedata/33.mp3
আপনার loan ণ অ্যাকাউন্টের জন্য এজেন্ট হস্তক্ষেপ প্রয়োজন।,../data/bn/bn_voicedata/34.mp3,Agent intervention is required for your loan account.,../data/en/en_voicedata/34.mp3,તમારા લોન એકાઉન્ટ માટે એજન્ટ હસ્તક્ષેપ જરૂરી છે.,../data/gu/gu_voicedata/34.mp3,आपके ऋण खाते के लिए एजेंट हस्तक्षेप की आवश्यकता है।,../data/hi/hi_voicedata/34.mp3,ನಿಮ್ಮ ಸಾಲ ಖಾತೆಗೆ ಏಜೆಂಟ್ ಹಸ್ತಕ್ಷೇಪದ ಅಗತ್ಯವಿದೆ.,../data/kn/kn_voicedata/34.mp3,നിങ്ങളുടെ വായ്പാ അക്കൗണ്ടിനായി ഏജന്റ് ഇടപെടൽ ആവശ്യമാണ്.,../data/ml/ml_voicedata/34.mp3,आपल्या कर्ज खात्यासाठी एजंटचा हस्तक्षेप आवश्यक आहे.,../data/mr/mr_voicedata/34.mp3,உங்கள் கடன் கணக்கிற்கு முகவர் தலையீடு தேவை.,../data/ta/ta_voicedata/34.mp3,మీ రుణ ఖాతాకు ఏజెంట్ జోక్యం అవసరం.,../data/te/te_voicedata/34.mp3,آپ کے لون اکاؤنٹ کے لئے ایجنٹ کی مداخلت ضروری ہے۔,../data/ur/ur_voicedata/34.mp3,আপোনাৰ ঋণ একাউণ্টৰ বাবে এজেণ্টৰ হস্তক্ষেপৰ প্ৰয়োজন।,../data/as/as_voicedata/34.mp3,ଆପଣଙ୍କର loan ଣ ଖାତା ପାଇଁ ଏଜେଣ୍ଟ ହସ୍ତକ୍ଷେପ ଆବଶ୍ୟକ |,../data/or/or_voicedata/34.mp3
আপনার loan ণ অ্যাকাউন্টের জন্য অংশীদার হস্তক্ষেপ প্রয়োজন।,../data/bn/bn_voicedata/35.mp3,Partner intervention is required for your loan account.,../data/en/en_voicedata/35.mp3,તમારા લોન એકાઉન્ટ માટે ભાગીદારની હસ્તક્ષેપ જરૂરી છે.,../data/gu/gu_voicedata/35.mp3,आपके ऋण खाते के लिए भागीदार हस्तक्षेप की आवश्यकता है।,../data/hi/hi_voicedata/35.mp3,ನಿಮ್ಮ ಸಾಲ ಖಾತೆಗೆ ಪಾಲುದಾರರ ಹಸ್ತಕ್ಷೇಪದ ಅಗತ್ಯವಿದೆ.,../data/kn/kn_voicedata/35.mp3,പങ്കാളി അക്കൗണ്ടിനായി പങ്കാളിയുടെ ഇടപെടൽ ആവശ്യമാണ്.,../data/ml/ml_voicedata/35.mp3,आपल्या कर्ज खात्यासाठी भागीदार हस्तक्षेप आवश्यक आहे.,../data/mr/mr_voicedata/35.mp3,உங்கள் கடன் கணக்கிற்கு கூட்டாளர் தலையீடு தேவை.,../data/ta/ta_voicedata/35.mp3,మీ రుణ ఖాతాకు భాగస్వామి జోక్యం అవసరం.,../data/te/te_voicedata/35.mp3,آپ کے لون اکاؤنٹ کے لئے پارٹنر مداخلت کی ضرورت ہے۔,../data/ur/ur_voicedata/35.mp3,আপোনাৰ ঋণ একাউণ্টৰ বাবে অংশীদাৰৰ হস্তক্ষেপৰ প্ৰয়োজন।,../data/as/as_voicedata/35.mp3,ଆପଣଙ୍କ loan ଣ ଖାତା ପାଇଁ ସହଭାଗୀ ହସ୍ତକ୍ଷେପ ଆବଶ୍ୟକ |,../data/or/or_voicedata/35.mp3
আপনার loan ণ অ্যাকাউন্টের জন্য nder ণদানকারী হস্তক্ষেপ প্রয়োজন।,../data/bn/bn_voicedata/36.mp3,Lender intervention is required for your loan account.,../data/en/en_voicedata/36.mp3,તમારા લોન એકાઉન્ટ માટે nder ણદાતા હસ્તક્ષેપ જરૂરી છે.,../data/gu/gu_voicedata/36.mp3,आपके ऋण खाते के लिए ऋणदाता हस्तक्षेप आवश्यक है।,../data/hi/hi_voicedata/36.mp3,ನಿಮ್ಮ ಸಾಲ ಖಾತೆಗೆ ಸಾಲದಾತ ಹಸ್ತಕ್ಷೇಪದ ಅಗತ್ಯವಿದೆ.,../data/kn/kn_voicedata/36.mp3,നിങ്ങളുടെ വായ്പാ അക്കൗണ്ടിനായി വായ്പ നൽകുന്ന ഇടപെടൽ ആവശ്യമാണ്.,../data/ml/ml_voicedata/36.mp3,आपल्या कर्जाच्या खात्यासाठी सावकार हस्तक्षेप आवश्यक आहे.,../data/mr/mr_voicedata/36.mp3,உங்கள் கடன் கணக்கிற்கு கடன் வழங்குநர் தலையீடு தேவை.,../data/ta/ta_voicedata/36.mp3,మీ రుణ ఖాతాకు రుణదాత జోక్యం అవసరం.,../data/te/te_voicedata/36.mp3,آپ کے لون اکاؤنٹ کے لئے قرض دینے والے مداخلت کی ضرورت ہے۔,../data/ur/ur_voicedata/36.mp3,আপোনাৰ ঋণ একাউণ্টৰ বাবে ঋণদাতাৰ হস্তক্ষেপৰ প্ৰয়োজন।,../data/as/as_voicedata/36.mp3,ତୁମର loan ଣ ଖାତା ପାଇଁ ender ଣଦାତା ହସ୍ତକ୍ଷେପ ଆବଶ୍ୟକ |,../data/or/or_voicedata/36.mp3
আপনার অ্যাকাউন্টে উদ্বৃত্ত এক ay ণ পরিশোধ রয়েছে।,../data/bn/bn_voicedata/37.mp3,Your account has surplus one repayment.,../data/en/en_voicedata/37.mp3,તમારા ખાતામાં એક ચુકવણી સરપ્લસ છે.,../data/gu/gu_voicedata/37.mp3,आपके खाते में अधिशेष एक चुकौती है।,../data/hi/hi_voicedata/37.mp3,ನಿಮ್ಮ ಖಾತೆಯು ಹೆಚ್ಚುವರಿ ಮರುಪಾವತಿಯನ್ನು ಹೊಂದಿದೆ.,../data/kn/kn_voicedata/37.mp3,നിങ്ങളുടെ അക്കൗണ്ടിന് മിച്ചം ഒരു തിരിച്ചടവ് ഉണ്ട്.,../data/ml/ml_voicedata/37.mp3,आपल्या खात्यात अतिरिक्त परतफेड आहे.,../data/mr/mr_voicedata/37.mp3,உங்கள் கணக்கில் உபரி ஒரு திருப்பிச் செலுத்துதல் உள்ளது.,../data/ta/ta_voicedata/37.mp3,మీ ఖాతాకు మిగులు ఒక తిరిగి చెల్లిస్తుంది.,../data/te/te_voicedata/37.mp3,آپ کے اکاؤنٹ میں اضافی ادائیگی ہے۔,../data/ur/ur_voicedata/37.mp3,আপোনাৰ একাউণ্টত উদ্বৃত্ত এটা পৰিশোধ আছে।,../data/as/as_voicedata/37.mp3,ତୁମର ଆକାଉଣ୍ଟରେ ଏକର ପରିଶୋଧ ଅଛି |,../data/or/or_voicedata/37.mp3
আপনার অ্যাকাউন্টে উদ্বৃত্ত দুটি ay ণ পরিশোধ রয়েছে।,../data/bn/bn_voicedata/38.mp3,Your account has surplus two repayments.,../data/en/en_voicedata/38.mp3,તમારા ખાતામાં બે ચુકવણીઓ છે.,../data/gu/gu_voicedata/38.mp3,आपके खाते में अधिशेष दो पुनर्भुगतान हैं।,../data/hi/hi_voicedata/38.mp3,ನಿಮ್ಮ ಖಾತೆಯು ಹೆಚ್ಚುವರಿ ಎರಡು ಮರುಪಾವತಿಗಳನ್ನು ಹೊಂದಿದೆ.,../data/kn/kn_voicedata/38.mp3,നിങ്ങളുടെ അക്കൗണ്ടിന് മിച്ച രണ്ട് തിരിച്ചടവ് ഉണ്ട്.,../data/ml/ml_voicedata/38.mp3,आपल्या खात्यात अतिरिक्त दोन परतफेड आहे.,../data/mr/mr_voicedata/38.mp3,உங்கள் கணக்கில் உபரி இரண்டு திருப்பிச் செலுத்துகிறது.,../data/ta/ta_voicedata/38.mp3,మీ ఖాతాలో మిగులు రెండు తిరిగి చెల్లించేవి ఉన్నాయి.,../data/te/te_voicedata/38.mp3,آپ کے اکاؤنٹ میں اضافی دو ادائیگی ہیں۔,../data/ur/ur_voicedata/38.mp3,আপোনাৰ একাউণ্টত উদ্বৃত্ত দুটা পৰিশোধ আছে।,../data/as/as_voicedata/38.mp3,ତୁମର ଆକାଉଣ୍ଟରେ ଦୁଇଟି ପରିଶୋଧ ଅଛି |,../data/or/or_voicedata/38.mp3
আপনার অ্যাকাউন্টে তিনটি ay ণ পরিশোধের উদ্বৃত্ত রয়েছে।,../data/bn/bn_voicedata/39.mp3,Your account has surplus three repayments.,../data/en/en_voicedata/39.mp3,તમારા ખાતામાં ત્રણ ચુકવણીઓ છે.,../data/gu/gu_voicedata/39.mp3,आपके खाते में अधिशेष तीन पुनर्भुगतान हैं।,../data/hi/hi_voicedata/39.mp3,ನಿಮ್ಮ ಖಾತೆಯು ಹೆಚ್ಚುವರಿ ಮೂರು ಮರುಪಾವತಿಗಳನ್ನು ಹೊಂದಿದೆ.,../data/kn/kn_voicedata/39.mp3,നിങ്ങളുടെ അക്കൗണ്ടിന് മിച്ച മൂന്ന് തിരിച്ചടവ് ഉണ്ട്.,../data/ml/ml_voicedata/39.mp3,आपल्या खात्यात अतिरिक्त तीन परतफेड आहे.,../data/mr/mr_voicedata/39.mp3,உங்கள் கணக்கில் உபரி மூன்று திருப்பிச் செலுத்துகிறது.,../data/ta/ta_voicedata/39.mp3,మీ ఖాతాలో మిగులు మూడు తిరిగి చెల్లిస్తుంది.,../data/te/te_voicedata/39.mp3,آپ کے اکاؤنٹ میں اضافی تین ادائیگی ہیں۔,../data/ur/ur_voicedata/39.mp3,আপোনাৰ একাউণ্টত উদ্বৃত্ত তিনিটা পৰিশোধ আছে।,../data/as/as_voicedata/39.mp3,ତୁମର ଆକାଉଣ୍ଟରେ ତିନୋଟି ପରିଶୋଧ ଅଛି |,../data/or/or_voicedata/39.mp3
আপনার অ্যাকাউন্টে উদ্বৃত্ত তিনটি প্লাস ay ণ পরিশোধ রয়েছে।,../data/bn/bn_voicedata/40.mp3,Your account has surplus three plus repayments.,../data/en/en_voicedata/40.mp3,તમારા ખાતામાં ત્રણ વત્તા ચુકવણીઓ છે.,../data/gu/gu_voicedata/40.mp3,आपके खाते में अधिशेष तीन प्लस चुकौती है।,../data/hi/hi_voicedata/40.mp3,ನಿಮ್ಮ ಖಾತೆಯು ಹೆಚ್ಚುವರಿ ಮೂರು ಪ್ಲಸ್ ಮರುಪಾವತಿಯನ್ನು ಹೊಂದಿದೆ.,../data/kn/kn_voicedata/40.mp3,നിങ്ങളുടെ അക്കൗണ്ടിന് മിച്ചവും മൂന്ന് പ്ലസ് തിരിച്ചടവ് ഉണ്ട്.,../data/ml/ml_voicedata/40.mp3,आपल्या खात्यात अतिरिक्त तीन अधिक परतफेड आहे.,../data/mr/mr_voicedata/40.mp3,உங்கள் கணக்கில் உபரி மூன்று பிளஸ் திருப்பிச் செலுத்துகிறது.,../data/ta/ta_voicedata/40.mp3,మీ ఖాతాలో మిగులు మూడు ప్లస్ తిరిగి చెల్లింపులు ఉన్నాయి.,../data/te/te_voicedata/40.mp3,آپ کے اکاؤنٹ میں اضافی تین پلس ادائیگی ہوتی ہے۔,../data/ur/ur_voicedata/40.mp3,আপোনাৰ একাউণ্টত উদ্বৃত্ত তিনিটা প্লাছ ৰিপেমেণ্ট আছে।,../data/as/as_voicedata/40.mp3,ତୁମର ଆକାଉଣ୍ଟରେ ତିନୋଟି ପ୍ଲସ୍ ପରିଶୋଧ ଅଛି |,../data/or/or_voicedata/40.mp3
যে কোনও loan ণের স্থিতি আপনার ড্যাশবোর্ডে পরীক্ষা করা যেতে পারে।,../data/bn/bn_voicedata/41.mp3,Any loan status can be checked in your dashboard.,../data/en/en_voicedata/41.mp3,કોઈપણ લોનની સ્થિતિ તમારા ડેશબોર્ડમાં ચકાસી શકાય છે.,../data/gu/gu_voicedata/41.mp3,किसी भी ऋण की स्थिति को आपके डैशबोर्ड में जांचा जा सकता है।,../data/hi/hi_voicedata/41.mp3,ನಿಮ್ಮ ಡ್ಯಾಶ್‌ಬೋರ್ಡ್‌ನಲ್ಲಿ ಯಾವುದೇ ಸಾಲದ ಸ್ಥಿತಿಯನ್ನು ಪರಿಶೀಲಿಸಬಹುದು.,../data/kn/kn_voicedata/41.mp3,ഏതെങ്കിലും വായ്പാ നില നിങ്ങളുടെ ഡാഷ്ബോർഡിൽ പരിശോധിക്കാൻ കഴിയും.,../data/ml/ml_voicedata/41.mp3,कोणत्याही कर्जाची स्थिती आपल्या डॅशबोर्डमध्ये तपासली जाऊ शकते.,../data/mr/mr_voicedata/41.mp3,உங்கள் டாஷ்போர்டில் எந்த கடன் நிலையையும் சரிபார்க்கலாம்.,../data/ta/ta_voicedata/41.mp3,ఏదైనా రుణ స్థితిని మీ డాష్‌బోర్డ్‌లో తనిఖీ చేయవచ్చు.,../data/te/te_voicedata/41.mp3,آپ کے ڈیش بورڈ میں کسی بھی قرض کی حیثیت کی جانچ کی جاسکتی ہے۔,../data/ur/ur_voicedata/41.mp3,যিকোনো ঋণৰ অৱস্থা আপোনাৰ ডেচব’ৰ্ডত পৰীক্ষা কৰিব পাৰি।,../data/as/as_voicedata/41.mp3,ଯେକ Any ଣସି loan ଣ ସ୍ଥିତି ଆପଣଙ୍କ ଡ୍ୟାସବୋର୍ଡରେ ଯାଞ୍ଚ କରାଯାଇପାରେ |,../data/or/or_voicedata/41.mp3
